sample_id,pathway_name,max_prob,mean_prob,n_pairs,partners,directions,rank
ALl6pre,CysLTs,1.0637712296110646e-6,1.906247910135432e-7,36,Activated B cells; B cells_cycling; Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC; Plasmablasts,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,20
ALl7pre,MIF,1.273827054542527e-4,1.9285634270887493e-5,59,Activated B cells; B cells_cycling; Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_Naive; CD8_CM; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; Granulocyte/monocyte progenitors; Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Megakaryocyte/erythroid progenitors; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC; Regulatory B cells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,1
ALl7pre,VCAM,5.1344505295492116e-5,1.4184057465716574e-5,5,Granulocytes (Neutrophilic Metamyelocytes); Macrophage; NK cells_CD56+_CD16-_immature,Plasma->Immune,2
ALl7pre,MHC-I,5.000820303482375e-5,7.892364339455363e-6,122,Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; gdT; Granulocytes (Neutrophils); Macrophage; MAIT; Mature B cells class able to switch; Mature B cells class switched; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; pre-mDC,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,3
ALl7pre,MK,2.9902031121371437e-5,2.466950839811687e-6,88,Activated B cells; B cells_cycling; Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocyte/monocyte progenitors; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Macrophage; MAIT; Mature B cells class able to switch; Mature B cells class switched; Megakaryocyte/erythroid progenitors; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; pre-mDC; Regulatory B cells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,4
ALl7pre,CypA,1.9803679959030148e-5,1.0754966603076457e-5,13,B cells_cycling; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; Granulocyte/monocyte progenitors; Hematopoietic stem cells_CD133+ CD34dim; Megakaryocyte/erythroid progenitors; pre-mDC,Immune->Plasma; Plasma->Immune,5
ALl7pre,APP,1.3433357839730944e-5,2.2964433093405403e-6,13,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; cDC2; Common myeloid progenitors; Granulocyte/monocyte progenitors; Granulocytes (Neutrophilic Metamyelocytes); Hematopoietic stem cells_CD133+ CD34dim; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC,Immune->Plasma,6
ALl7pre,CXCL,1.1893555999158385e-5,7.619428798387583e-6,2,Granulocytes (Neutrophilic Metamyelocytes); Macrophage,Immune->Plasma,7
ALl7pre,BAFF,9.114909034994029e-6,2.0873339037801497e-6,36,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Granulocyte/monocyte progenitors; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Macrophage; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC,Immune->Plasma,8
ALl7pre,APRIL,4.452756957094716e-6,9.76409568897741e-7,26,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Granulocyte/monocyte progenitors; Granulocytes (Neutrophilic Metamyelocytes); Hematopoietic stem cells_CD133+ CD34dim; Macrophage; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC,Immune->Plasma,9
ALl7pre,GALECTIN,3.084352806343938e-6,9.640352765800806e-7,30,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Granulocyte/monocyte progenitors; Hematopoietic stem cells_CD133+ CD34dim; Macrophage; Mature B cells class able to switch; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; pre-mDC,Immune->Plasma,10
ALl7pre,PECAM2,3.0674201079144176e-6,6.530378894709774e-7,24,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34+ CD71+ GlyA-; Granulocyte/monocyte progenitors; Hematopoietic stem cells_CD133+ CD34dim; Macrophage; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; pre-mDC; Regulatory B cells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,11
ALl7pre,CLEC,2.925548718118539e-6,6.972566895503216e-7,11,CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; gdT; Granulocytes (Neutrophils); MAIT; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature,Plasma->Immune,12
ALl7pre,MHC-II,1.412768940657055e-6,4.4837021423387254e-7,16,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; cDC2; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Macrophage; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC; Treg,Plasma->Immune,13
ALl7pre,ICAM,1.3644285985541656e-6,3.325453386809198e-7,54,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; gdT; Granulocyte/monocyte progenitors; Granulocytes (Neutrophils); Macrophage; MAIT; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; pre-mDC; Treg,Immune->Plasma; Plasma->Immune,14
ALl7pre,Prostaglandin,1.3388383980230164e-6,2.0030986343163354e-7,61,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_TEMRA; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocyte/monocyte progenitors; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pre-mDC,Plasma->Immune,15
ALl7pre,IL16,1.1471859533113286e-6,4.101333785828316e-7,14,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; cDC2; Macrophage; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC; Treg,Plasma->Immune,16
ALl7pre,CD99,1.1176557917100355e-6,4.0112303409418824e-7,22,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; pre-mDC; Regulatory B cells,Immune->Plasma; Plasma->Immune,17
ALl7pre,RESISTIN,8.699772202172576e-7,4.0109995177869565e-7,8,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; Erythroid_CD34- CD71+ GlyA-; Granulocyte/monocyte progenitors; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils),Immune->Plasma,18
ALl7pre,CD48,6.856320837928631e-7,3.473282791878418e-7,8,CD8_CM; CD8_EM; CD8_TEMRA; gdT; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature,Plasma->Immune,19
ALl7pre,SELPLG,6.549789884089533e-7,2.89471565096728e-7,15,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_Naive; cDC2; Common myeloid progenitors; Granulocyte/monocyte progenitors; Hematopoietic stem cells_CD133+ CD34dim; Megakaryocyte/erythroid progenitors; Naive B cells; NK cells_CD56+_CD16-_immature; pDC; pre-mDC,Plasma->Immune,20
ALl8post,MIF,0.00444354,3.602690205517036e-4,102,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,1
ALl8post,APP,0.001730934,1.8938560212111773e-4,17,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class switched; Megakaryocytes; Naive B cells; pDC; pre-mDC,Immune->Plasma,2
ALl8post,CypA,8.546084293065811e-4,1.1533756956788404e-4,42,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,3
ALl8post,MHC-I,4.79435668749882e-4,8.840939101029679e-5,103,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,4
ALl8post,PECAM2,3.6064789461937664e-4,2.9233316673360097e-5,34,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophilic Metamyelocytes); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Megakaryocytes; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,5
ALl8post,MK,2.476687593481994e-4,1.277600751268259e-5,89,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,6
ALl8post,BAFF,1.541724656286895e-4,2.300401814713978e-5,63,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,7
ALl8post,APRIL,1.145327128785253e-4,1.8160604856877955e-5,22,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC,Immune->Plasma,8
ALl8post,GALECTIN,8.454872323083789e-5,1.8911479142497443e-5,25,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC; Treg,Immune->Plasma; Plasma->Immune,9
ALl8post,CD99,8.122309827306497e-5,1.8503179735041082e-5,72,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class switched; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,10
ALl8post,ICAM,6.738476587519207e-5,1.0213857250288974e-5,54,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class switched; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC; Treg,Immune->Plasma; Plasma->Immune,11
ALl8post,PECAM1,3.938558134032034e-5,7.1964112825001445e-6,27,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Colony Forming Unit-Granulocytes; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC,Immune->Plasma; Plasma->Immune,12
ALl8post,RESISTIN,3.928351131789053e-5,2.0763351296876745e-5,4,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; Erythroid_CD34- CD71+ GlyA-; Granulocytes (Neutrophils),Immune->Plasma,13
ALl8post,ADGRE,3.30891420332085e-5,7.104125959639408e-6,29,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD8_EM; CD8_TEMRA; cDC2; Common myeloid progenitors; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC,Immune->Plasma; Plasma->Immune,14
ALl8post,SELPLG,3.066638816308486e-5,8.416996786645512e-6,13,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_Naive; cDC2; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; Megakaryocytes; Naive B cells; pDC; pre-mDC; Treg,Plasma->Immune,15
ALl8post,CLEC,3.027178444320181e-5,4.3742147570817e-6,20,CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; gdT; MAIT,Plasma->Immune,16
ALl8post,MHC-II,2.68618137873422e-5,5.688436598856578e-6,60,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; cDC2; Colony Forming Unit-Granulocytes; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,17
ALl8post,Prostaglandin,2.3379360558147325e-5,3.6239816177634254e-6,76,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophilic Metamyelocytes); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC; Treg,Plasma->Immune,18
ALl8post,LAMININ,2.0969516177079106e-5,2.299101597806082e-6,60,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,19
ALl8post,CD160,1.2346596883379762e-5,5.498172785427583e-6,7,CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; gdT; MAIT,Immune->Plasma,20
ALl8pre,MIF,0.00276391,5.921148633262992e-4,50,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,1
ALl8pre,CypA,0.002022416,2.684764115296108e-4,28,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,2
ALl8pre,MHC-I,0.00156682,2.4276958933102443e-4,116,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; gdT; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC,Plasma->Immune,3
ALl8pre,MK,5.238705996561899e-4,3.054691520084971e-5,72,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,4
ALl8pre,BAFF,4.137068491646681e-4,6.89007767687537e-5,36,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,5
ALl8pre,APP,2.669708165217162e-4,4.364260681819405e-5,9,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; pDC,Immune->Plasma,6
ALl8pre,MHC-II,2.3942616117156903e-4,1.2878994718289664e-5,151,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,7
ALl8pre,PECAM2,1.745578400267729e-4,5.926122843864523e-5,11,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,8
ALl8pre,APRIL,1.6191527728953402e-4,3.1290129273570764e-5,20,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,9
ALl8pre,PECAM1,1.449870979062566e-4,4.7601631686089044e-5,18,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,10
